iter	Logloss
241	0.05261790767
242	0.05247149857
243	0.05236019794
244	0.05220701951
245	0.05209056099
246	0.05199888626
247	0.05186408957
248	0.05181821653
249	0.05176410869
250	0.05165730245
251	0.05154259848
252	0.05148157024
253	0.05137364224
254	0.05126201946
255	0.05109755628
256	0.05099013384
257	0.05085096319
258	0.05071559244
259	0.05060757498
260	0.0504483129
261	0.05036214898
262	0.05026878235
263	0.0501838902
264	0.05013148003
265	0.05004256699
266	0.04987582884
267	0.04978685933
268	0.04965286017
269	0.04955719011
270	0.0494510411
271	0.04934940757
272	0.04925785167
273	0.04918384276
274	0.04912766729
275	0.04901065043
276	0.04891343947
277	0.04880651068
278	0.04871662301
279	0.04862315565
280	0.04851677129
281	0.04831987544
282	0.04820391731
283	0.04814583561
284	0.04801874531
285	0.04793393917
286	0.04778529389
287	0.04770665988
288	0.04761366377
289	0.04756008733
290	0.04744616833
291	0.04738729388
292	0.04732956492
293	0.04724884518
294	0.04711798141
295	0.04700940837
296	0.04688174518
297	0.04673687884
298	0.04663474911
299	0.04654040244
300	0.04643633509
301	0.04633734998
302	0.04626615632
303	0.04617666776
304	0.04615498319
305	0.04606599689
306	0.04598112758
307	0.04589410704
308	0.04573596661
309	0.04563171838
310	0.04554745578
311	0.04542766043
312	0.04535503885
313	0.04520551522
314	0.04510812717
315	0.04496529905
316	0.04486439712
317	0.0447334121
318	0.04460552498
319	0.04447551041
320	0.04431601896
321	0.04417896687
322	0.04410734313
323	0.0440119704
324	0.04390814266
325	0.04382418902
326	0.04377803653
327	0.04360333204
328	0.04354752279
329	0.04339392277
330	0.04329557328
331	0.04317961665
332	0.04310444548
333	0.04301484338
334	0.0429297474
335	0.04287795225
336	0.04279824815
337	0.04269270794
338	0.04264011158
339	0.04257373578
340	0.04249251814
341	0.04242026175
342	0.04230436706
343	0.04221283086
344	0.04210099737
345	0.0420065691
346	0.0419061622
347	0.04182763843
348	0.04169294096
349	0.04162284691
350	0.04157018374
351	0.04151455668
352	0.04144738339
353	0.04139867752
354	0.04130865395
355	0.04121437484
356	0.04117157856
357	0.04108646032
358	0.04104051498
359	0.040906792
360	0.04081713203
361	0.04074846032
362	0.04068371811
363	0.04062248644
364	0.04057309116
365	0.04050319779
366	0.04041107337
367	0.04032337329
368	0.04028913893
369	0.04023184861
370	0.04017727546
371	0.04010969654
372	0.04007512011
373	0.03996417725
374	0.0398912943
375	0.03984833801
376	0.03977942205
377	0.03970138887
378	0.03963698174
379	0.03957689153
380	0.03953720094
381	0.0394460274
382	0.03937409989
383	0.03932228235
384	0.03927167431
385	0.03924058078
386	0.03912309912
387	0.03904285706
388	0.03899305974
389	0.03892531116
390	0.0388684458
391	0.03883333355
392	0.03877871455
393	0.03872856416
394	0.03870023187
395	0.03861306515
396	0.03855125298
397	0.03843765893
398	0.03834346103
399	0.03829948259
400	0.03824060373
401	0.0381977185
402	0.03814542717
403	0.03811901704
404	0.03808527264
405	0.03804610853
406	0.0379768936
407	0.03791823058
408	0.03783077651
409	0.03775722074
410	0.03769342712
411	0.03765048942
412	0.03758418346
413	0.03751528982
414	0.03743970006
415	0.03742215891
416	0.03734173404
417	0.03728883616
418	0.03720896799
419	0.03714388469
420	0.03707816854
421	0.03701840602
422	0.03697691804
423	0.0368448392
424	0.03679062186
425	0.0367563445
426	0.03670157402
427	0.03663397948
428	0.03657503212
429	0.03653035575
430	0.0364956416
431	0.03642514564
432	0.0363662687
433	0.0363283896
434	0.03624097898
435	0.03614775442
436	0.03610047291
437	0.03606458863
438	0.03596976543
439	0.03589607889
440	0.03587250937
441	0.03577880779
442	0.03573280124
443	0.03570799483
444	0.03563702452
445	0.03561586162
446	0.03552078193
447	0.03548086913
448	0.03542100055
449	0.03537380349
450	0.03532277514
451	0.03529906346
452	0.03524903369
453	0.03516619129
454	0.0351154425
455	0.03507573041
456	0.03505759681
457	0.03500644752
458	0.03494155044
459	0.03487655111
460	0.03484450164
461	0.03479546163
462	0.03470618401
463	0.03467477613
464	0.03460823662
465	0.0345759552
466	0.03449979173
467	0.03441668228
468	0.03433138707
469	0.03426763993
470	0.03424127072
471	0.03418515999
472	0.03416143191
473	0.03414462104
474	0.03410211753
475	0.03401723923
476	0.03397977652
477	0.03391330261
478	0.03385748437
479	0.03382717041
480	0.03381835876
481	0.03375508786
482	0.03371878478
483	0.0336838274
484	0.03360900943
485	0.03356928795
486	0.03353015405
487	0.03345759309
488	0.03341062125
489	0.03338969641
490	0.0333627768
491	0.03333465927
492	0.03327368024
493	0.03324211726
494	0.03320867402
495	0.03313786378
496	0.03308672491
497	0.03303901171
498	0.03299172481
499	0.03294052094
500	0.03291018601
501	0.03284977016
502	0.0327745108
503	0.03271478747
504	0.03268191537
505	0.03263916518
506	0.03259506908
507	0.03255756435
508	0.03252434141
509	0.03241522559
510	0.03234975297
511	0.03229577431
512	0.03225799475
513	0.03220221156
514	0.03213583058
515	0.03210002169
516	0.03204061443
517	0.03200179517
518	0.0319537812
519	0.03193495441
520	0.03190537947
521	0.03181301423
522	0.03173950998
523	0.03169679551
524	0.03162664859
525	0.03159534071
526	0.03153472873
527	0.03148525598
528	0.03145824627
529	0.03141211612
530	0.03137089114
531	0.03129813517
532	0.03123132367
533	0.03119764794
534	0.0311700152
535	0.0311237407
536	0.031055024
537	0.03101703615
538	0.03097802584
539	0.03095786705
540	0.03092885993
541	0.03090398931
542	0.03088187755
543	0.03084769192
544	0.03082390128
545	0.0307331725
546	0.03068520379
547	0.03064164463
548	0.03061032419
549	0.03056268571
550	0.03051124957
551	0.03049052469
552	0.03045377162
553	0.03039063677
554	0.0303179103
555	0.03022659736
556	0.03018032327
557	0.03011834282
558	0.03009018856
559	0.03002631429
560	0.0299833306
561	0.02996327477
562	0.02992125582
563	0.0298698069
564	0.02983236508
565	0.02980609733
566	0.02979115783
567	0.02977052463
568	0.02972808492
569	0.02967786055
570	0.02965755183
571	0.02962555919
572	0.02959944357
573	0.0295356503
574	0.02950667687
575	0.02948859974
576	0.02945277417
577	0.02932562551
578	0.02928680211
579	0.02920252077
580	0.02917659054
581	0.02913951236
582	0.02912752553
583	0.02908596859
584	0.02903388643
585	0.0290173234
586	0.02895200559
587	0.02888624724
588	0.02886841522
589	0.02883550454
590	0.02881731992
591	0.0287927624
592	0.02875731642
593	0.02871160193
594	0.02868020569
595	0.02865448947
596	0.0286144027
597	0.02858598496
598	0.02853688232
599	0.02849141115
600	0.02844604913
601	0.02842738986
602	0.0283970712
603	0.02839327987
604	0.02836240729
605	0.02834574757
606	0.02827273281
607	0.02824925948
608	0.02817794572
609	0.02813551917
610	0.02807848297
611	0.02802440326
612	0.02800869014
613	0.0279838495
614	0.02794866765
615	0.02792383786
616	0.02785504644
617	0.02781167042
618	0.02776949712
619	0.02775038263
620	0.02772125021
621	0.02763263305
622	0.02761566747
623	0.0275784069
624	0.02755383237
625	0.02753226483
626	0.02750095488
627	0.02745803871
628	0.027435784
629	0.02738826527
630	0.02733516639
631	0.02731538348
632	0.02725773783
633	0.02719739958
634	0.02717390716
635	0.02715334779
636	0.0271233044
637	0.02711731949
638	0.02707566133
639	0.02702685471
640	0.02698669774
641	0.02695790539
642	0.02695301304
643	0.02693221539
644	0.02691488494
645	0.0268934168
646	0.02689107988
647	0.02683708346
648	0.02678501627
649	0.02671929682
650	0.02666591983
651	0.02660966349
652	0.02653770862
653	0.0265056618
654	0.02641189477
655	0.02639148836
656	0.02635289999
657	0.02634851909
658	0.02632879203
659	0.02630290023
660	0.02627397544
661	0.0262412125
662	0.02622210327
663	0.02620340671
664	0.02619933494
665	0.02615003716
666	0.02610950793
667	0.02607853053
668	0.02604299012
669	0.02599863445
670	0.02594489516
671	0.02591362025
672	0.02589346483
673	0.0258772911
674	0.0258562891
675	0.02581559252
676	0.02577443951
677	0.02575197904
678	0.02574618498
679	0.02574248659
680	0.02571670561
681	0.02569217499
682	0.02566176993
683	0.02561867543
684	0.02557486638
685	0.02553670372
686	0.02547701431
687	0.02547701201
688	0.02543686893
689	0.02541056808
690	0.0253764047
691	0.0253627288
692	0.02535726945
693	0.02531087327
694	0.02528259258
695	0.02525831869
696	0.02521929664
697	0.02521238555
698	0.02517210686
699	0.02514800402
700	0.02510858679
701	0.02507533214
702	0.02503958534
703	0.02500925171
704	0.0249646311
705	0.02493215177
706	0.02487351518
707	0.02482555317
708	0.0248031462
709	0.02475427637
710	0.02473105459
711	0.0247088054
712	0.02467313615
713	0.02466837673
714	0.02462757842
715	0.02462303482
716	0.02460690817
717	0.02456941795
718	0.02455029936
719	0.02452950569
720	0.02449543841
721	0.02449121946
722	0.02446603127
723	0.02442513754
724	0.02438388089
725	0.02434754199
726	0.02431408841
727	0.02428011748
728	0.02424568576
729	0.02417894575
730	0.02417891627
731	0.02415563992
732	0.02412184629
733	0.0240834929
734	0.02404582838
735	0.02399097039
736	0.02395405069
737	0.02391704102
738	0.0238899342
739	0.0238578431
740	0.02378072716
741	0.023763688
742	0.02373440845
743	0.02369785392
744	0.02368115478
745	0.02366113015
746	0.02364997763
747	0.02362656918
748	0.02358529619
749	0.02356489309
750	0.0235515149
751	0.02350354379
752	0.02347952021
753	0.0234360698
754	0.02340235571
755	0.02333208589
756	0.02331034005
757	0.02328386047
758	0.02323966034
759	0.0232233134
760	0.02319478304
761	0.02313989772
762	0.02310361925
763	0.02307350199
764	0.02304849746
765	0.02301188992
766	0.02296791676
767	0.02294631006
768	0.02290932085
769	0.02290025839
770	0.02286910995
771	0.02284472603
772	0.02281275311
773	0.0227810539
774	0.02277016064
775	0.02275924776
776	0.02275336012
777	0.02272640021
778	0.02270309966
779	0.02265703565
780	0.02261708743
781	0.02258452339
782	0.02256909835
783	0.02253663837
784	0.0225012349
785	0.02248352139
786	0.02241791301
787	0.02241791241
788	0.02241751192
789	0.0224083478
790	0.02238301426
791	0.02236691182
792	0.02232579804
793	0.02226485968
794	0.02225232688
795	0.02224683629
796	0.02222146286
797	0.0221837614
798	0.02215286391
799	0.02214846484
800	0.0221059303
801	0.02208610692
802	0.02205681966
803	0.02202526273
804	0.02198258293
805	0.02194446091
806	0.02190389375
807	0.02187795832
808	0.02182813164
809	0.02180989661
810	0.02180616243
811	0.02176845355
812	0.02175662848
813	0.02174099965
814	0.02171764453
815	0.02169533384
816	0.02167222576
817	0.02165542105
818	0.02159612658
819	0.02156238561
820	0.02152875446
821	0.02149837653
822	0.02145823324
823	0.02142592966
824	0.02142589037
825	0.02138982999
826	0.02136271061
827	0.02135921643
828	0.02135079858
829	0.02133787436
830	0.02131862075
831	0.02129036408
832	0.02127639145
833	0.02125073734
834	0.02121469173
835	0.02119595207
836	0.02116501871
837	0.0211304738
838	0.02110776122
839	0.02110772999
840	0.02110036158
841	0.0210636978
842	0.02104194093
843	0.02103177181
844	0.0209970177
845	0.02097712353
846	0.02096218269
847	0.02094481679
848	0.0209331134
849	0.02091223454
850	0.02089170243
851	0.02088634058
852	0.02084897812
853	0.02084072819
854	0.02081215306
855	0.02080160363
856	0.0207682852
857	0.0207325535
858	0.02068821882
859	0.02066875681
860	0.02064611654
861	0.02062214377
862	0.02061502636
863	0.02058716854
864	0.02056159676
865	0.02054535473
866	0.02049512744
867	0.02049133203
868	0.0204520084
869	0.02043491335
870	0.02041195979
871	0.02039855205
872	0.02034490973
873	0.02030547208
874	0.0202908243
875	0.02029081859
876	0.0202781295
877	0.02026483752
878	0.02025453255
879	0.02022058625
880	0.0201761601
881	0.02016960354
882	0.02013853489
883	0.02010852
884	0.02010843307
885	0.02010842515
886	0.02009201617
887	0.02008648219
888	0.0200356761
889	0.02001207391
890	0.01998219835
891	0.01993467434
892	0.01991232668
893	0.0198981903
894	0.0198802813
895	0.01984799915
896	0.01983534576
897	0.01980418301
898	0.01979146608
899	0.01977969617
900	0.01977969617
901	0.0197663874
902	0.01975601336
903	0.01975602068
904	0.01975600275
905	0.01974810089
906	0.01970822532
907	0.01970563591
908	0.01968761307
909	0.01966918784
910	0.0196606542
911	0.01963616243
912	0.01961611334
913	0.01960011322
914	0.01958005682
915	0.01956545576
916	0.01954357158
917	0.01953791163
918	0.01951059215
919	0.01951046958
920	0.01950306296
921	0.01948727995
922	0.01946579089
923	0.0194657918
924	0.01946578663
925	0.01946577087
926	0.0194430748
927	0.01943482116
928	0.01943481274
929	0.01942585049
930	0.01942584606
931	0.01940779016
932	0.01940533308
933	0.01939322584
934	0.01936248742
935	0.01935415538
936	0.01932953944
937	0.01929505828
938	0.01928531505
939	0.0192524866
940	0.01924449216
941	0.01924447142
942	0.01922576851
943	0.01920694701
944	0.01919942045
945	0.01918391264
946	0.01915903636
947	0.01912602732
948	0.0191212826
949	0.0190938699
950	0.01908163041
951	0.01905634249
952	0.01904088336
953	0.01901659117
954	0.01896908174
955	0.01892524576
956	0.0188893392
957	0.01886869545
958	0.01886311498
959	0.01884105009
960	0.01883166581
961	0.01881657148
962	0.01880906185
963	0.01878232344
964	0.01877321894
965	0.01877320634
966	0.01877321179
967	0.01877318533
968	0.01877318094
969	0.01875337849
970	0.01874799584
971	0.01871459575
972	0.01871459575
973	0.0187019668
974	0.01869475293
975	0.01866643187
976	0.01864830726
977	0.0186413076
978	0.01863434947
979	0.01862222231
980	0.01860179362
981	0.01857450263
982	0.01854872782
983	0.01852378058
984	0.01850151666
985	0.01848288745
986	0.01844810928
987	0.01843291122
988	0.01840006878
989	0.01838541893
990	0.01835579636
991	0.01833056695
992	0.01831664327
993	0.01829528163
994	0.01827315758
995	0.01822124137
996	0.01820314371
997	0.01817963791
998	0.01814882924
999	0.0181205321
